
'OWNER'||','||'TABLE_NAME'||','||'CONSTRAINT_NAME'||','||'COLUMN_NAME'||','||'POSITION'||','||'R_OWN
OWNER,TABLE_NAME,CONSTRAINT_NAME,COLUMN_NAME,POSITION,R_OWNER,R_TABLE_NAME,R_COLUMN_NAME,DELETE_RULE

CON.OWNER||','||CON.TABLE_NAME||','||CON.CONSTRAINT_NAME||','||COL.COLUMN_NAME||','||COL.POSITION||','||CON.R_OWNER||','||RCON.TABLE_NAME||','||RCOL.COLUMN_NAME||','||NVL(CON.DELETE_RULE,'NOACTION')
APEX_220200,WWV_FLOW_LANGUAGE_MAP,WWV_FLOW_LANG_FLOW_ID_FK,PRIMARY_LANGUAGE_FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LISTS,WWV_FLOW_LISTS_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,WWV_FLOW_LOV_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,WWV_FLOW_LOV_REMOTE_SERVER_FK,REMOTE_SERVER_ID,1,APEX_220200,WWV_REMOTE_SERVERS,ID,NO ACTION
APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,WWV_FLOW_LOV_WEB_SRC_MODULE_FK,WEB_SRC_MODULE_ID,1,APEX_220200,WWV_FLOW_WEB_SRC_MODULES,ID,NO ACTION
APEX_220200,WWV_FLOW_LIST_ITEMS,PARENT_LIST_ITEM_FK,PARENT_LIST_ITEM_ID,1,APEX_220200,WWV_FLOW_LIST_ITEMS,ID,CASCADE
APEX_220200,WWV_FLOW_LIST_ITEMS,WWV_FLOW_LIST_ITEMS_FK,LIST_ID,1,APEX_220200,WWV_FLOW_LISTS,ID,CASCADE
APEX_220200,WWV_FLOW_LIST_OF_VALUES_COLS,WWV_FLOW_LOV_COLS_LOV_FK,LOV_ID,1,APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,ID,CASCADE
APEX_220200,WWV_FLOW_LIST_OF_VALUES_DATA,WWV_FLOW_LOV_DATA_FK,LOV_ID,1,APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,ID,CASCADE
APEX_220200,WWV_FLOW_LIST_TEMPLATES,WWV_FLOW_LIST_TEMPLATE_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LOAD_TABLES,WWV_FLOW_LOAD_TAB_FK1,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LOAD_TABLES,WWV_FLOW_LOAD_TAB_FK2,COLUMN_NAMES_LOV_ID,1,APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,ID,SET NULL
APEX_220200,WWV_FLOW_LOAD_TABLES,WWV_LOAD_TAB_PROFILE_FK,DATA_PROFILE_ID,1,APEX_220200,WWV_FLOW_DATA_PROFILES,ID,CASCADE
APEX_220200,WWV_FLOW_LOAD_TABLE_LOOKUPS,WWV_FLOW_LOAD_TAB_LK_FK1,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LOAD_TABLE_LOOKUPS,WWV_FLOW_LOAD_TAB_LK_FK2,LOAD_TABLE_ID,1,APEX_220200,WWV_FLOW_LOAD_TABLES,ID,CASCADE
APEX_220200,WWV_FLOW_LOAD_TABLE_RULES,WWV_FLOW_LOAD_TAB_RULE_FK1,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LOAD_TABLE_RULES,WWV_FLOW_LOAD_TAB_RULE_FK2,LOAD_TABLE_ID,1,APEX_220200,WWV_FLOW_LOAD_TABLES,ID,CASCADE
APEX_220200,WWV_FLOW_LOCK_PAGE,SYS_C00194124,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_LOCK_SCRIPT,WWV_FLOW_LOCK_SCRIPT_FK1,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,NO ACTION
APEX_220200,WWV_FLOW_LOCK_SCRIPT,WWV_FLOW_LOCK_SCRIPT_FK2,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,NO ACTION
APEX_220200,WWV_FLOW_LOCK_SCRIPT,WWV_FLOW_LOCK_SCRIPT_FK3,SCRIPT_ID,1,APEX_220200,WWV_FLOW_INSTALL_SCRIPTS,ID,CASCADE
APEX_220200,WWV_FLOW_MAIL_ATTACHMENTS,WWV_FLOW_MAIL_ATTACHMENTS_FK1,MAIL_ID,1,APEX_220200,WWV_FLOW_MAIL_QUEUE,ID,CASCADE
APEX_220200,WWV_FLOW_MAP_REGIONS,MAPREGION_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_MAP_REGIONS,MAPREGION_REGION_FK,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_MAP_REGION_LAYERS,MAPLAYER_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_MAP_REGION_LAYERS,MAPLAYER_MAP_FK,MAP_REGION_ID,1,APEX_220200,WWV_FLOW_MAP_REGIONS,ID,CASCADE
APEX_220200,WWV_FLOW_MAP_REGION_LAYERS,MAPLAYER_REMOTE_SERVER_FK,REMOTE_SERVER_ID,1,APEX_220200,WWV_REMOTE_SERVERS,ID,NO ACTION
APEX_220200,WWV_FLOW_MAP_REGION_LAYERS,MAPLAYER_WEB_SRC_MODULE_FK,WEB_SRC_MODULE_ID,1,APEX_220200,WWV_FLOW_WEB_SRC_MODULES,ID,NO ACTION
APEX_220200,WWV_FLOW_MENUS,WWV_FLOW_MENUS_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_MENU_OPTIONS,WWV_FLOW_OPT_MENUS_FK,MENU_ID,1,APEX_220200,WWV_FLOW_MENUS,ID,CASCADE
APEX_220200,WWV_FLOW_MENU_TEMPLATES,WWV_FLOW_MENUS_T_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_MESSAGES$,WWV_FLOW_MESSAGES_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_MILESTONES,WWV_FLOW_MILESTONES_F1,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_MODELS,WWV_FLOW_MODELS_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_MODEL_PAGES,WWV_FLOW_MODEL_PAGES_FK,MODEL_ID,1,APEX_220200,WWV_FLOW_MODELS,ID,CASCADE
APEX_220200,WWV_FLOW_MODEL_PAGES,WWV_FLOW_MODEL_PAGES_FK2,PARENT_PAGE_ID,1,APEX_220200,WWV_FLOW_MODEL_PAGES,ID,CASCADE
APEX_220200,WWV_FLOW_MODEL_PAGE_COLS,WWV_FLOW_MODEL_PAGE_COLS_FK,MODEL_REGION_ID,1,APEX_220200,WWV_FLOW_MODEL_PAGE_REGIONS,ID,CASCADE
APEX_220200,WWV_FLOW_MODEL_PAGE_REGIONS,WWV_FLOW_MPR_FK,MODEL_PAGE_ID,1,APEX_220200,WWV_FLOW_MODEL_PAGES,ID,CASCADE
APEX_220200,WWV_FLOW_PAGES_RESERVED,WWV_FLOW_PAGES_RESERVED_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_CACHE,WWV_FLOW_PAGE_CACHE_FK_PAGE,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_CACHE,WWV_FLOW_PAGE_CACHE_FK_PAGE,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_CACHE,WWV_FLOW_PAGE_CACHE_FK_REGION,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_CACHE,WWV_FLOW_PAGE_CACHE_FK_SESSION,OWNING_SESSION_ID,1,APEX_220200,WWV_FLOW_SESSIONS$,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_CODE_CACHE,WWV_FLOW_PAGE_CODE_CACHE_FK,PAGE_CACHE_ID,1,APEX_220200,WWV_FLOW_PAGE_CACHE,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_ACTIONS,WWV_FLOW_PAGE_DA_A_AR_FK,AFFECTED_REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,SET NULL
APEX_220200,WWV_FLOW_PAGE_DA_ACTIONS,WWV_FLOW_PAGE_DA_A_EVNT_FK,EVENT_ID,1,APEX_220200,WWV_FLOW_PAGE_DA_EVENTS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_ACTIONS,WWV_FLOW_PAGE_DA_A_PAGE_FK,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_ACTIONS,WWV_FLOW_PAGE_DA_A_PAGE_FK,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_EVENTS,WWV_FLOW_PAGE_DA_E_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_EVENTS,WWV_FLOW_PAGE_DA_E_PAGE_FK,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_EVENTS,WWV_FLOW_PAGE_DA_E_PAGE_FK,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_DA_EVENTS,WWV_FLOW_PAGE_DA_E_TR_FK,TRIGGERING_REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,SET NULL
APEX_220200,WWV_FLOW_PAGE_GENERIC_ATTR,WWV_FLOW_GENATTR_TO_REGION_FK,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_GROUPS,SYS_C00193348,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_META_TAGS,WWV_PAGE_META_TAG_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_META_TAGS,WWV_PAGE_META_TAG_PAGE_FK,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_META_TAGS,WWV_PAGE_META_TAG_PAGE_FK,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_META_TAGS,WWV_PAGE_META_TAG_SGID_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_FILTER_PLUG_FK,FILTERED_REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PAGE_PLUGS_MASTER_FK,MASTER_REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PLUG_LIST_FK,LIST_ID,1,APEX_220200,WWV_FLOW_LISTS,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PLUG_MENU_FK,MENU_ID,1,APEX_220200,WWV_FLOW_MENUS,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PLUG_PARENT_FK,PARENT_PLUG_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PLUG_TO_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PLUG_TO_PAGE_FK,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_FLOW_PLUG_TO_PAGE_FK,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_PLUG_REMOTE_SERVER_FK,REMOTE_SERVER_ID,1,APEX_220200,WWV_REMOTE_SERVERS,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUGS,WWV_PLUG_WEB_SRC_MODULE_FK,WEB_SRC_MODULE_ID,1,APEX_220200,WWV_FLOW_WEB_SRC_MODULES,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUG_TEMPLATES,WWV_FLOW_PLUG_TEMP_BUTTON_FK,DEFAULT_BUTTON_TEMPLATE_ID,1,APEX_220200,WWV_FLOW_BUTTON_TEMPLATES,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUG_TEMPLATES,WWV_FLOW_PLUG_TEMP_FIELD_FK,DEFAULT_FIELD_TEMPLATE_ID,1,APEX_220200,WWV_FLOW_FIELD_TEMPLATES,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_PLUG_TEMPLATES,WWV_FLOW_PLUG_TEMP_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_PLUG_TEMPLATES,WWV_FLOW_PLUG_TEMP_REQ_FLD_FK,DEFAULT_REQ_FIELD_TEMPLATE_ID,1,APEX_220200,WWV_FLOW_FIELD_TEMPLATES,ID,NO ACTION
APEX_220200,WWV_FLOW_PAGE_SUBMISSIONS,WWV_FLOW_PAGE_SUB_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_SUBMISSIONS,WWV_FLOW_PAGE_SUB_SESS_FK,SESSION_ID,1,APEX_220200,WWV_FLOW_SESSIONS$,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_TMPL_DISP_POINTS,WWV_PAGE_TMPL_DP_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PAGE_TMPL_DISP_POINTS,WWV_PAGE_TMPL_DP_PARENT_FK,PAGE_TEMPLATE_ID,1,APEX_220200,WWV_FLOW_TEMPLATES,ID,CASCADE
APEX_220200,WWV_FLOW_PASSWORD_HISTORY,WWV_FLOW_PWHIST_SGID_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_PASSWORD_HISTORY,WWV_FLOW_PWHIST_UID_FK,USER_ID,1,APEX_220200,WWV_FLOW_FND_USER,USER_ID,CASCADE
APEX_220200,WWV_FLOW_PATCHES,WWV_FLOW_PATCHES_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PDF_EXT_FNT_RANGES,PDF_EXT_FNT_RNG_FK,FONT_ID,1,APEX_220200,WWV_FLOW_PDF_FONTS,ID,CASCADE
APEX_220200,WWV_FLOW_PDF_STD_FNT_GLYPHS,PDF_STD_FNT_GLY_FK,FONT_ID,1,APEX_220200,WWV_FLOW_PDF_FONTS,ID,CASCADE
APEX_220200,WWV_FLOW_PKG_APP_MAP,WWV_FLOW_PKG_APP_MAP_FK,INSTALLED_APP_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLATFORM_PREFS,WWV_FLOW_PLATFORM_PREFS_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_PLUGINS,WWV_FLOW_PLUGIN_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_DEPEN2_FK,DEPENDING_ON_COMP_PROP_ID,1,APEX_220200,WWV_PE_COMPONENT_PROPS,ID,SET NULL
APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_DEPEND_FK,DEPENDING_ON_ATTRIBUTE_ID,1,APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,ID,SET NULL
APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_LCOMPT_FK,LOV_COMPONENT_TYPE_ID,1,APEX_220200,WWV_PE_COMPONENT_TYPES,ID,NO ACTION
APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_PARENT_FK,PARENT_ATTRIBUTE_ID,1,APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,ID,SET NULL
APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_PLUGIN_FK,PLUGIN_ID,1,APEX_220200,WWV_FLOW_PLUGINS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_ATTR_VALUES,WWV_FLOW_PLUGIN_ATTRV_ATTR_FK,PLUGIN_ATTRIBUTE_ID,1,APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_ATTR_VALUES,WWV_FLOW_PLUGIN_ATTRV_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_EVENTS,WWV_FLOW_PLUGIN_EVNT_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_EVENTS,WWV_FLOW_PLUGIN_EVNT_PARENT_FK,PLUGIN_ID,1,APEX_220200,WWV_FLOW_PLUGINS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_FILES,WWV_FLOW_PLUGIN_FILE_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_FILES,WWV_FLOW_PLUGIN_FILE_PARENT_FK,PLUGIN_ID,1,APEX_220200,WWV_FLOW_PLUGINS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_ITEM_FILTERS,WWV_FLOW_PLUGIN_IFLT_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_ITEM_FILTERS,WWV_FLOW_PLUGIN_IFLT_PARENT_FK,PLUGIN_ID,1,APEX_220200,WWV_FLOW_PLUGINS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_SETTINGS,WWV_FLOW_PLUGIN_SET_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_STD_ATTRIBUTES,PLUGIN_STD_ATTR_CUSTOMATTR_FK,DEPENDING_ON_ATTRIBUTE_ID,1,APEX_220200,WWV_FLOW_PLUGIN_ATTRIBUTES,ID,SET NULL
APEX_220200,WWV_FLOW_PLUGIN_STD_ATTRIBUTES,PLUGIN_STD_ATTR_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUGIN_STD_ATTRIBUTES,PLUGIN_STD_ATTR_PLUGIN_FK,PLUGIN_ID,1,APEX_220200,WWV_FLOW_PLUGINS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUG_TMPL_DISP_POINTS,WWV_PLUG_TMPL_DP_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PLUG_TMPL_DISP_POINTS,WWV_PLUG_TMPL_DP_PARENT_FK,PLUG_TEMPLATE_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUG_TEMPLATES,ID,CASCADE
APEX_220200,WWV_FLOW_POPUP_LOV_TEMPLATE,WWV_FLOW_FK_POPLOV_TEMP,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PREFERENCES$,WWV_FLOW_PREFS_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_PROCESSING,WWV_APP_PROC_MAIL_TEMPL_FK,EMAIL_TEMPLATE_ID,1,APEX_220200,WWV_FLOW_EMAIL_TEMPLATES,ID,NO ACTION
APEX_220200,WWV_FLOW_PROCESSING,WWV_APP_PROC_REMOTE_SERVER_FK,REMOTE_SERVER_ID,1,APEX_220200,WWV_REMOTE_SERVERS,ID,NO ACTION
APEX_220200,WWV_FLOW_PROCESSING,WWV_APP_PROC_WEBSRC_OPERS_FK,WEB_SRC_OPERATION_ID,1,APEX_220200,WWV_FLOW_WEB_SRC_OPERATIONS,ID,NO ACTION
APEX_220200,WWV_FLOW_PROCESSING,WWV_FLOW_PROCESSING_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PWA_SCREENSHOTS,WWV_PWA_SCREENSHOT_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PWA_SCREENSHOTS,WWV_PWA_SCREENSHOT_SGID_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_PWA_SHORTCUTS,WWV_PWA_SHORTCUT_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_PWA_SHORTCUTS,WWV_PWA_SHORTCUT_SGID_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_QB_SAVED_COND,SYS_C00194880,ID,1,APEX_220200,WWV_FLOW_QB_SAVED_QUERY,ID,CASCADE
APEX_220200,WWV_FLOW_QB_SAVED_JOIN,SYS_C00194887,ID,1,APEX_220200,WWV_FLOW_QB_SAVED_QUERY,ID,CASCADE
APEX_220200,WWV_FLOW_QB_SAVED_QUERY,WWV_FLOW_QB_SAVED_QUERY_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_QB_SAVED_TABS,SYS_C00194894,ID,1,APEX_220200,WWV_FLOW_QB_SAVED_QUERY,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_CHART_SER_ATTR,WWV_FLOW_SEATTR_TO_REGION_FK,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_FILTER_LOV_FK,FILTER_LOV_ID,1,APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,ID,NO ACTION
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_GROUP_FK,GROUP_ID,1,APEX_220200,WWV_FLOW_REGION_COLUMN_GROUPS,ID,SET NULL
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_LOV_FK,LOV_ID,1,APEX_220200,WWV_FLOW_LISTS_OF_VALUES$,ID,NO ACTION
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_PAGE_FK,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_PAGE_FK,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_PARENT_COLUMN_FK,PARENT_COLUMN_ID,1,APEX_220200,WWV_FLOW_REGION_COLUMNS,ID,NO ACTION
APEX_220200,WWV_FLOW_REGION_COLUMNS,REGION_COL_REGION_FK,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_COLUMN_GROUPS,REGION_COL_GROUP_PAGE_FK,FLOW_ID,1,APEX_220200,WWV_FLOW_STEPS,FLOW_ID,CASCADE
APEX_220200,WWV_FLOW_REGION_COLUMN_GROUPS,REGION_COL_GROUP_PAGE_FK,PAGE_ID,2,APEX_220200,WWV_FLOW_STEPS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_COLUMN_GROUPS,REGION_COL_GROUP_REGION_FK,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_REPORT_COLUMN,REPORT_COLUMN_TO_REGION_FK,REGION_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_UPD_RPT_COLS,WWV_FLOW_URC_TO_FLOW_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_REGION_UPD_RPT_COLS,WWV_FLOW_URC_TO_PLUG_FK,PLUG_ID,1,APEX_220200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_220200,WWV_FLOW_REPORT_LAYOUTS,WWV_FLOW_REPORT_LAYOUTSE_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_ROW_TEMPLATES,WWV_FLOW_ROW_TEMPLATE_FK,FLOW_ID,1,APEX_220200,WWV_FLOWS,ID,CASCADE
APEX_220200,WWV_FLOW_RSCHEMA_EXCEPTIONS,WWV_FLOW_RSCHEMA_EXCEPTIONS_FK,SCHEMA_ID,1,APEX_220200,WWV_FLOW_RESTRICTED_SCHEMAS,ID,CASCADE
APEX_220200,WWV_FLOW_RT$APPROVALS,WWV_FLOW_RT$APPROVALS_FK,CLIENT_ID,1,APEX_220200,WWV_FLOW_RT$CLIENTS,ID,CASCADE
APEX_220200,WWV_FLOW_RT$APPROVALS,WWV_FLOW_RT$APPROVALS_SGID_FK,SECURITY_GROUP_ID,1,APEX_220200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_220200,WWV_FLOW_RT$APPROVAL_PRIVS,WWV_FLOW_RT$APP_PRIVS_FK,APPROVAL_ID,1,APEX_220200,WWV_FLOW_RT$APPROVALS,ID,CASCADE
APEX_220200,WWV_FLOW_RT$APPROVAL_PRIVS,WWV_FLOW_RT$APP_PRIVS_FK2,PRIVILEGE_ID,1,APEX_220200,WWV_FLOW_RT$PRIVILEGES,ID,CASCADE
