
'OWNER'||','||'TABLE_NAME'||','||'CONSTRAINT_NAME'||','||'COLUMN_NAME'||','||'POSITION'||','||'R_OWN
OWNER,TABLE_NAME,CONSTRAINT_NAME,COLUMN_NAME,POSITION,R_OWNER,R_TABLE_NAME,R_COLUMN_NAME,DELETE_RULE

CON.OWNER||','||CON.TABLE_NAME||','||CON.CONSTRAINT_NAME||','||COL.COLUMN_NAME||','||COL.POSITION||','||CON.R_OWNER||','||RCON.TABLE_NAME||','||RCOL.COLUMN_NAME||','||NVL(CON.DELETE_RULE,'NOACTION')
APEX_030200,WWV_MIG_OLB_WINDOW,WWV_MIG_OLB_WINDOW_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_OLB_WINDOW,WWV_MIG_OLB_WNDOW_OBJLIB_ID_FK,OBJECTLIBRARY_ID,1,APEX_030200,WWV_MIG_OLB_OBJECTLIBRARY,ID,CASCADE
APEX_030200,WWV_MIG_PLSQL_LIBS,WWV_MIG_PLLS_PROJECT_ID_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_PROJECTS,ID,CASCADE
APEX_030200,WWV_MIG_PLSQL_LIBS,WWV_MIG_PLLS_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_PROJECTS,WWV_MIG_PROJ_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_PROJECT_COMPONENTS,WWV_MIG_PROJ_COMP_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_PROJECTS,ID,CASCADE
APEX_030200,WWV_MIG_PROJECT_COMPONENTS,WWV_MIG_PROJ_COMP_FK2,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_PROJECT_TRIGGERS,WWV_MIG_PROJ_TRIG_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_PROJECTS,ID,CASCADE
APEX_030200,WWV_MIG_PROJECT_TRIGGERS,WWV_MIG_PROJ_TRIG_FK2,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_REPORT,WWV_MIG_REP_FILE_ID_FK,FILE_ID,1,APEX_030200,WWV_MIG_RPTS,ID,CASCADE
APEX_030200,WWV_MIG_REPORT,WWV_MIG_REP_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_REV_APEXAPP,WWV_MIG_REV_APEX_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_ACCESS,PROJECT_ID,CASCADE
APEX_030200,WWV_MIG_REV_APEXAPP,WWV_MIG_REV_APEX_FK,DBID,2,APEX_030200,WWV_MIG_ACCESS,DBID,CASCADE
APEX_030200,WWV_MIG_REV_FORMS,WWV_MIG_REV_FRM_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_ACC_FORMS,PROJECT_ID,CASCADE
APEX_030200,WWV_MIG_REV_FORMS,WWV_MIG_REV_FRM_FK,DBID,2,APEX_030200,WWV_MIG_ACC_FORMS,DBID,CASCADE
APEX_030200,WWV_MIG_REV_FORMS,WWV_MIG_REV_FRM_FK,FORMID,3,APEX_030200,WWV_MIG_ACC_FORMS,FORMID,CASCADE
APEX_030200,WWV_MIG_REV_QUERIES,WWV_MIG_REV_QRY_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_ACC_QUERIES,PROJECT_ID,CASCADE
APEX_030200,WWV_MIG_REV_QUERIES,WWV_MIG_REV_QRY_FK,DBID,2,APEX_030200,WWV_MIG_ACC_QUERIES,DBID,CASCADE
APEX_030200,WWV_MIG_REV_QUERIES,WWV_MIG_REV_QRY_FK,QRYID,3,APEX_030200,WWV_MIG_ACC_QUERIES,QRYID,CASCADE
APEX_030200,WWV_MIG_REV_REPORTS,WWV_MIG_REV_RPT_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_ACC_REPORTS,PROJECT_ID,CASCADE
APEX_030200,WWV_MIG_REV_REPORTS,WWV_MIG_REV_RPT_FK,DBID,2,APEX_030200,WWV_MIG_ACC_REPORTS,DBID,CASCADE
APEX_030200,WWV_MIG_REV_REPORTS,WWV_MIG_REV_RPT_FK,REPORTID,3,APEX_030200,WWV_MIG_ACC_REPORTS,REPORTID,CASCADE
APEX_030200,WWV_MIG_REV_TABLES,WWV_MIG_REV_TBL_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_ACC_TABLES,PROJECT_ID,CASCADE
APEX_030200,WWV_MIG_REV_TABLES,WWV_MIG_REV_TBL_FK,DBID,2,APEX_030200,WWV_MIG_ACC_TABLES,DBID,CASCADE
APEX_030200,WWV_MIG_REV_TABLES,WWV_MIG_REV_TBL_FK,TBLID,3,APEX_030200,WWV_MIG_ACC_TABLES,TBLID,CASCADE
APEX_030200,WWV_MIG_RPTS,WWV_MIG_RPTS_PROJECT_ID_FK,PROJECT_ID,1,APEX_030200,WWV_MIG_PROJECTS,ID,CASCADE
APEX_030200,WWV_MIG_RPTS,WWV_MIG_RPTS_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATA,WWV_MIG_REPDATA_ID_FK,REPORT_ID,1,APEX_030200,WWV_MIG_REPORT,ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATA,WWV_MIG_REPDATA_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATASRC,WWV_MIG_REPSRC_ID_FK,DATA_ID,1,APEX_030200,WWV_MIG_RPT_DATA,ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATASRC,WWV_MIG_REPSRC_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATASRC_GRP,WWV_MIG_GRP_ID_FK,DATASRC_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC,ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATASRC_GRP,WWV_MIG_GRP_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATASRC_SELECT,WWV_MIG_SELECT_ID_FK,DATASRC_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC,ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATASRC_SELECT,WWV_MIG_SELECT_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATA_SUMMARY,WWV_MIG_REPSUM_ID_FK,DATA_ID,1,APEX_030200,WWV_MIG_RPT_DATA,ID,CASCADE
APEX_030200,WWV_MIG_RPT_DATA_SUMMARY,WWV_MIG_REPSUM_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_DATAITEM,WWV_MIG_GRP_DATAITEM_ID_FK,GROUP_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC_GRP,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_DATAITEM,WWV_MIG_GRP_ITEM_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_DATAITEM_DESC,WWV_MIG_GRP_ITEMDESC_ID_FK,ITEM_ID,1,APEX_030200,WWV_MIG_RPT_GRP_DATAITEM,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_DATAITEM_DESC,WWV_MIG_GRP_ITEMDESC_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_DATAITEM_PRIV,WWV_MIG_GRP_ITEMPRIV_ID_FK,ITEM_ID,1,APEX_030200,WWV_MIG_RPT_GRP_DATAITEM,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_DATAITEM_PRIV,WWV_MIG_GRP_ITEMPRIV_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_FIELD,WWV_MIG_GRP_FLD_ID_FK,GROUP_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC_GRP,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_FIELD,WWV_MIG_GRP_FLD_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_FILTER,WWV_MIG_GRP_FLTR_ID_FK,GROUP_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC_GRP,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_FILTER,WWV_MIG_GRP_FLTR_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_FORMULA,WWV_MIG_GRP_FORM_ID_FK,GROUP_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC_GRP,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_FORMULA,WWV_MIG_GRP_FORM_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_ROWDELIM,WWV_MIG_GRP_ROW_ID_FK,GROUP_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC_GRP,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_ROWDELIM,WWV_MIG_GRP_ROW_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_SUMMARY,WWV_MIG_GRP_SUM_ID_FK,GROUP_ID,1,APEX_030200,WWV_MIG_RPT_DATASRC_GRP,ID,CASCADE
APEX_030200,WWV_MIG_RPT_GRP_SUMMARY,WWV_MIG_GRP_SUM_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_REPORTPRIVATE,WWV_MIG_RPTPRIV_ID_FK,REPORT_ID,1,APEX_030200,WWV_MIG_REPORT,ID,CASCADE
APEX_030200,WWV_MIG_RPT_REPORTPRIVATE,WWV_MIG_RPTPRIV_SG_ID_FK,SECURITY_GROUP_ID,1,APEX_030200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_030200,WWV_MIG_RPT_XMLTAGTABLEMAP,WWV_MIG_RPT_XMLTAGTABLEMAP_FK,PARENT_ID,1,APEX_030200,WWV_MIG_RPT_XMLTAGTABLEMAP,ID,CASCADE
APEX_040200,APEX$ARCHIVE_CONTENTS,SYS_C00164955,HEADER_ID,1,APEX_040200,APEX$ARCHIVE_HEADER,ID,CASCADE
APEX_040200,APEX$_WS_FILES,APEX$_WS_FILES_FK,ROW_ID,1,APEX_040200,APEX$_WS_ROWS,ID,CASCADE
APEX_040200,APEX$_WS_LINKS,APEX$_WS_LINKS_FK,ROW_ID,1,APEX_040200,APEX$_WS_ROWS,ID,CASCADE
APEX_040200,APEX$_WS_NOTES,APEX$_WS_NOTES_FK,ROW_ID,1,APEX_040200,APEX$_WS_ROWS,ID,CASCADE
APEX_040200,APEX$_WS_TAGS,APEX$_WS_TAGS_FK,ROW_ID,1,APEX_040200,APEX$_WS_ROWS,ID,CASCADE
APEX_040200,WWV_FLOWS,WWV_FLOWS_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOWS,WWV_FLOWS_FK_AUTHENTICATION,AUTHENTICATION_ID,1,APEX_040200,WWV_FLOW_AUTHENTICATIONS,ID,NO ACTION
APEX_040200,WWV_FLOW_ADVISOR_CHECKS,WWV_FLOW_ADV_CHK_CAT_FK,CATEGORY_ID,1,APEX_040200,WWV_FLOW_ADVISOR_CATEGORIES,ID,CASCADE
APEX_040200,WWV_FLOW_ADVISOR_CHECK_MSGS,WWV_FLOW_ADV_CHK_MSG_CHECK_FK,CHECK_ID,1,APEX_040200,WWV_FLOW_ADVISOR_CHECKS,ID,CASCADE
APEX_040200,WWV_FLOW_APPLICATION_GROUPS,WWV_FLOW_APP_GROUPS_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_APP_BUILD_PREF,WWV_FLOW_APP_BLDPRF_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_APP_COMMENTS,WWV_FLOW_APP_COMMENTS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_AUTHENTICATIONS,WWV_FLOW_AUTHENTICATIONS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_BANNER,WWV_FLOW_BANNER_FK,ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_BUGS,WWV_FLOW_BUG_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_BUTTON_TEMPLATES,WWV_FLOW_BUTTONT_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_CALS,WWV_FLOW_CAL_TO_FLOW_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_CALS,WWV_FLOW_PLUG_CALENDAR_FK,PLUG_ID,1,APEX_040200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_040200,WWV_FLOW_CALS,WWV_FLOW_STEP_PROCESS_FK,DRAG_DROP_PROCESS_ID,1,APEX_040200,WWV_FLOW_STEP_PROCESSING,ID,CASCADE
APEX_040200,WWV_FLOW_CAL_TEMPLATES,WWV_FLOW_CAL_TEMPL_TO_FLOW_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_COLLECTIONS$,WWV_FLOW_COLLECTION_FK,SESSION_ID,1,APEX_040200,WWV_FLOW_SESSIONS$,ID,CASCADE
APEX_040200,WWV_FLOW_COLLECTION_MEMBERS$,WWV_FLOW_COLLECTION_MEMBES_FK,COLLECTION_ID,1,APEX_040200,WWV_FLOW_COLLECTIONS$,ID,CASCADE
APEX_040200,WWV_FLOW_COMPANY_SCHEMAS,WWV_FLOW_COMP_SCHEMAS_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_COMPUTATIONS,WWV_FLOW_COMPUTATIONS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_CSS_REPOSITORY,WWV_FLOW_CSS_REP_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_CUSTOM_AUTH_SETUPS,WWV_FLOW_AUTH_SETUPS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_DATA,WWV_FLOW_DATA_SESSION_FK,FLOW_INSTANCE,1,APEX_040200,WWV_FLOW_SESSIONS$,ID,CASCADE
APEX_040200,WWV_FLOW_DATA_LOAD_BAD_LOG,WWV_FLOW_DATA_LOAD_BAD_LOG_FK1,LOAD_ID,1,APEX_040200,WWV_FLOW_DATA_LOAD_UNLOAD,ID,CASCADE
APEX_040200,WWV_FLOW_DATA_LOAD_BAD_LOG,WWV_FLOW_DATA_LOAD_BAD_LOG_FK2,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_DATA_LOAD_UNLOAD,WWV_FLOW_DATA_LOAD_UNLOAD_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_DEVELOPERS,WWV_FLOW_DEV_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_DEVELOPERS,WWV_FLOW_DEV_FK2,USER_ID,1,APEX_040200,WWV_FLOW_FND_USER,USER_ID,CASCADE
APEX_040200,WWV_FLOW_DICTIONARY_VIEWS,WWV_FLOW_DICT_VIEW_PARENT_FK,PARENT_VIEW_ID,1,APEX_040200,WWV_FLOW_DICTIONARY_VIEWS,ID,NO ACTION
APEX_040200,WWV_FLOW_DYNAMIC_TRANSLATIONS$,WWV_FLOW_DYNAMIC_TRANS_FK1,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_DYNAMIC_TRANSLATIONS$,WWV_FLOW_DYNAMIC_TRANS_FK2,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_EFFECTIVE_USERID_MAP,WWV_FLOW_EFF_USR_MAP_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_ENTRY_POINTS,WWV_FLOW_ENTRY_POINTS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_ENTRY_POINT_ARGS,WWV_FLOW_ENTRY_POINT_ARGS_FK,FLOW_ENTRY_POINT_ID,1,APEX_040200,WWV_FLOW_ENTRY_POINTS,ID,CASCADE
APEX_040200,WWV_FLOW_EVENTS,WWV_EVENTS_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_FEATURES,WWV_FEATURES_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_FEATURES,WWV_FLOW_FEATURES_PAR_FEAT_FK,PARENT_FEATURE_ID,1,APEX_040200,WWV_FLOW_FEATURES,ID,NO ACTION
APEX_040200,WWV_FLOW_FEATURE_HISTORY,WWV_FLOW_FEATURE_HIST_FK,FEATURE_ID,1,APEX_040200,WWV_FLOW_FEATURES,ID,CASCADE
APEX_040200,WWV_FLOW_FEATURE_HISTORY,WWV_FLOW_FEATURE_HIST_WG_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_FEATURE_PROGRESS,WWV_FLOW_FEATURE_PROG_FK,FEATURE_ID,1,APEX_040200,WWV_FLOW_FEATURES,ID,CASCADE
APEX_040200,WWV_FLOW_FEATURE_PROGRESS,WWV_FLOW_FEATURE_PROG_WG_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_FEEDBACK,WWV_FLOW_FEEDBACK_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_FEEDBACK_FOLLOWUP,WWV_FLOW_FEEDBACK_FUP_FK,FEEDBACK_ID,1,APEX_040200,WWV_FLOW_FEEDBACK,ID,CASCADE
APEX_040200,WWV_FLOW_FIELD_TEMPLATES,WWV_FLOW_FIELD_TEMP_F_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_CHART5_SERIES,WWV_FLOW_FLASH_5_SERIES_FK,CHART_ID,1,APEX_040200,WWV_FLOW_FLASH_CHARTS_5,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_CHARTS,WWV_FLOW_FLASH_CHARTS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_CHARTS,WWV_FLOW_FLASH_CHARTS_FK2,REGION_ID,1,APEX_040200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_CHARTS_5,WWV_FLOW_FLASH_CHARTS_5_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_CHARTS_5,WWV_FLOW_FLASH_CHARTS_5_FK2,REGION_ID,1,APEX_040200,WWV_FLOW_PAGE_PLUGS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_CHART_SERIES,WWV_FLOW_FLASH_CHART_SERIES_FK,CHART_ID,1,APEX_040200,WWV_FLOW_FLASH_CHARTS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_MAP_FILES,WWV_FLOW_FLASH_MAP_FILES_FK,FOLDER_ID,1,APEX_040200,WWV_FLOW_FLASH_MAP_FOLDERS,ID,CASCADE
APEX_040200,WWV_FLOW_FLASH_MAP_REGIONS,WWV_FLOW_FLASH_MAP_REG_FK,FILE_ID,1,APEX_040200,WWV_FLOW_FLASH_MAP_FILES,ID,CASCADE
APEX_040200,WWV_FLOW_FND_GROUP_USERS,WWV_FLOW_FND_GU_INT_G_FK,GROUP_ID,1,APEX_040200,WWV_FLOW_FND_USER_GROUPS,ID,CASCADE
APEX_040200,WWV_FLOW_FND_GROUP_USERS,WWV_FLOW_FND_GU_INT_U_FK,USER_ID,1,APEX_040200,WWV_FLOW_FND_USER,USER_ID,CASCADE
APEX_040200,WWV_FLOW_FND_USER,WWV_FLOW_FND_USER_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_FND_USER_GROUPS,WWV_FLOW_FND_USER_GRPS_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_HNT_ARGUMENT_INFO,WWV_FLOW_HNT_ARG_INFO_PROC_FK,PROCEDURE_ID,1,APEX_040200,WWV_FLOW_HNT_PROCEDURE_INFO,PROCEDURE_ID,CASCADE
APEX_040200,WWV_FLOW_HNT_COLUMN_DICT,WWV_FHCD_SGID_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_HNT_COLUMN_INFO,WWV_FLOW_HNT_COL_INFO_GRP_FK,GROUP_ID,1,APEX_040200,WWV_FLOW_HNT_GROUPS,GROUP_ID,SET NULL
APEX_040200,WWV_FLOW_HNT_COLUMN_INFO,WWV_FLOW_HNT_COL_INFO_TAB_FK,TABLE_ID,1,APEX_040200,WWV_FLOW_HNT_TABLE_INFO,TABLE_ID,CASCADE
APEX_040200,WWV_FLOW_HNT_COL_DICT_SYN,WWV_FLOW_HNT_COL_DICT_SYN_FK,COLUMN_ID,1,APEX_040200,WWV_FLOW_HNT_COLUMN_DICT,COLUMN_ID,CASCADE
APEX_040200,WWV_FLOW_HNT_GROUPS,WWV_FLOW_HNT_GROUPS_TAB_FK,TABLE_ID,1,APEX_040200,WWV_FLOW_HNT_TABLE_INFO,TABLE_ID,CASCADE
APEX_040200,WWV_FLOW_HNT_LOV_DATA,WWV_FLOW_HNT_LOV_DATA_COL_FK,COLUMN_ID,1,APEX_040200,WWV_FLOW_HNT_COLUMN_INFO,COLUMN_ID,CASCADE
APEX_040200,WWV_FLOW_HTML_REPOSITORY,WWV_FLOW_HTML_REP_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_ICON_BAR,WWV_FLOW_ICON_BAR_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_ICON_BAR_ATTRIBUTES,WWV_FLOW_ICONBARATTR_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_IMAGE_REPOSITORY,WWV_FLOW_IMG_REP_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_IMPORT_EXPORT,WWV_FLOW_IMPORT_EXPORT_FK,DATA_ID,1,FLOWS_FILES,WWV_FLOW_FILE_OBJECTS$,ID,NO ACTION
APEX_040200,WWV_FLOW_IMPORT_EXPORT,WWV_FLOW_IMP_EXP_FK,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,CASCADE
APEX_040200,WWV_FLOW_INSTALL,WWV_FLOW_INSTALL_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,CASCADE
APEX_040200,WWV_FLOW_INSTALL,WWV_FLOW_INSTALL_FK2,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,NO ACTION
APEX_040200,WWV_FLOW_INSTALL_BUILD_OPT,WWV_FLOW_INSTALL_BUILD_OPT_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,NO ACTION
APEX_040200,WWV_FLOW_INSTALL_BUILD_OPT,WWV_FLOW_INSTALL_BUILD_OPT_FK2,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,NO ACTION
APEX_040200,WWV_FLOW_INSTALL_BUILD_OPT,WWV_FLOW_INSTALL_BUILD_OPT_FK3,INSTALL_ID,1,APEX_040200,WWV_FLOW_INSTALL,ID,CASCADE
APEX_040200,WWV_FLOW_INSTALL_BUILD_OPT,WWV_FLOW_INSTALL_BUILD_OPT_FK4,BUILD_OPT_ID,1,APEX_040200,WWV_FLOW_PATCHES,ID,CASCADE
APEX_040200,WWV_FLOW_INSTALL_CHECKS,WWV_FLOW_INSTALL_CHECKS_FK,FLOW_ID,1,APEX_040200,WWV_FLOWS,ID,NO ACTION
APEX_040200,WWV_FLOW_INSTALL_CHECKS,WWV_FLOW_INSTALL_CHECKS_FK2,SECURITY_GROUP_ID,1,APEX_040200,WWV_FLOW_COMPANIES,PROVISIONING_COMPANY_ID,NO ACTION
