
'OWNER'||','||'TRIGGER_NAME'||','||'TABLE_OWNER'||','||'TABLE_NAME'||','||'TRI
OWNER,TRIGGER_NAME,TABLE_OWNER,TABLE_NAME,TRIGGER_TYPE,TRIGGERING_EVENT,STATUS
CFUSER,INV_SUB_TRG,CFUSER,INV_SUB,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,INV_SUBH_TRG,CFUSER,INV_SUB_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,INV_TYPES_TRG,CFUSER,INV_TYPES,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,LU_CODES_TRG,CFUSER,LU_CODES,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,LU_LOCSETS_TRG,CFUSER,LU_LOC_SETS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,MX_CREWMAN_TRG,CFUSER,MX_CREWMAN,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,MX_DDR_TRG,CFUSER,MX_DDR,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,MX_DDR_CREW_TRG,CFUSER,MX_DDR_CREW,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,MX_DDR_HIST_TRG,CFUSER,MX_DDR_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,MX_DOC_TRG,CFUSER,MX_DOC,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,MX_EVENT_TRG,CFUSER,MX_EVENT,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,MX_EVENT_HIST_TRG,CFUSER,MX_EVENT_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,MX_METER_TRG,CFUSER,MX_METER,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,MX_METER_HIST_TRG,CFUSER,MX_METER_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,MX_PART_TRG,CFUSER,MX_PART,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,MX_SRD_TRG,CFUSER,MX_SRD,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,MX_WCE_TRG,CFUSER,MX_WCE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,MX_WCE_HIST_TRG,CFUSER,MX_WCE_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,MX_WORK_CENTER_TRG,CFUSER,MX_WORK_CENTER,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,PROJ_ACTV_TRG,CFUSER,PROJ_ACTIVITY,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,PROJ_INFO_TRG,CFUSER,PROJ_INFO,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,PROJ_INSTR_TRG,CFUSER,PROJ_INSTRUCT,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,PROJ_OPR_TRG,CFUSER,PROJ_OPR,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CFUSER,PROJ_REQ_TRG,CFUSER,PROJ_REQ,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,REPORT_CUSTOM_TRG,CFUSER,REPORT_CUSTOM,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,REPORT_HISTORY_TRG,CFUSER,REPORT_HISTORY,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SE_CFG_LOG_TRG,CFUSER,SE_CFG_LOGICAL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,SE_CFGLOG_HIST_TRG,CFUSER,SE_CFG_LOGICAL_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SE_CFG_LOG_SUB_TRG,CFUSER,SE_CFG_LOGICAL_SUB,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,SE_CFG_LOG_TRU_TRG,CFUSER,SE_CFG_LOGICAL_TRU,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SE_CFG_TRU_TRG,CFUSER,SE_CFG_TRU,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,SE_SHELTER_CFG_TRG,CFUSER,SE_SHELTER_CFG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,SE_SHLCFG_HIST_TRG,CFUSER,SE_SHELTER_CFG_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SE_SHELTER_SUB_CFG_TRG,CFUSER,SE_SHELTER_SUB_CFG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,SE_SHELTER_SUB_CFG_HIST_TRG,CFUSER,SE_SHELTER_SUB_CFG_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SE_SHLTE_HIST_TRG,CFUSER,SE_SHELTER_TE_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SE_TEST_EQUIP_TRG,CFUSER,SE_TEST_EQUIP,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CFUSER,SE_TESTEQ_HIST_TRG,CFUSER,SE_TEST_EQUIP_HIST,BEFORE EACH ROW,INSERT,ENABLED
CFUSER,SORTIE_TRG,CFUSER,SORTIE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_ASSETS_SW,CORE_TABLES,AUX_ASSETS_SW,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_ASSETS_TCTO,CORE_TABLES,AUX_ASSETS_TCTO,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_EVENT_SW,CORE_TABLES,AUX_EVENT_SW,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_MDS_LOC,CORE_TABLES,AUX_MDS_LOC,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_PMC,CORE_TABLES,AUX_PMC,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_SYS_CONTRACT,CORE_TABLES,AUX_SYS_CONTRACT,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_USER_CONTRACT,CORE_TABLES,AUX_USER_CONTRACT,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_USER_LOC,CORE_TABLES,AUX_USER_LOC,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_AUX_USER_MDS,CORE_TABLES,AUX_USER_MDS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_CFG_ACTS,CORE_TABLES,CFG_ACTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_CFG_HTS,CORE_TABLES,CFG_HTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_CFG_LOGICAL,CORE_TABLES,CFG_LOGICAL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_CFG_METERS,CORE_TABLES,CFG_METERS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_CFG_METERS2,CORE_TABLES,CFG_METERS,COMPOUND,UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_CFG_METERS_HTS2,CORE_TABLES,CFG_METERS,AFTER EACH ROW,INSERT OR UPDATE,ENABLED
CORE_TABLES,TRG_CFG_PHYSICAL,CORE_TABLES,CFG_PHYSICAL,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CORE_TABLES,TRG_EXCEPTIONS,CORE_TABLES,EXCEPTIONS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INTERFACE_CONTROL,CORE_TABLES,INTERFACE_CONTROL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INV_ASSETS,CORE_TABLES,INV_ASSETS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INV_ASSETS_HTS2,CORE_TABLES,INV_ASSETS,AFTER EACH ROW,INSERT OR UPDATE,ENABLED
CORE_TABLES,TRG_INV_SOFTWARE,CORE_TABLES,INV_SOFTWARE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INV_SYSTEMS,CORE_TABLES,INV_SYSTEMS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INV_SYS_OLD_PN,CORE_TABLES,INV_SYS_OLD_PN,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INV_TCTO,CORE_TABLES,INV_TCTO,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_INV_VERIFICATION,CORE_TABLES,INV_VERIFICATION,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
CORE_TABLES,TRG_LU_CODE,CORE_TABLES,LU_CODE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_LU_CODE_TYPE,CORE_TABLES,LU_CODE_TYPE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_LU_CONTRACTS,CORE_TABLES,LU_CONTRACTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_LU_LOCATIONS,CORE_TABLES,LU_LOCATIONS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_LU_VALIDATORS,CORE_TABLES,LU_VALIDATORS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_LU_VALID_LOCS,CORE_TABLES,LU_VALID_LOCS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_ACTS_SORTIE,CORE_TABLES,MAINT_ACTS_SORTIE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_CAMS_REF,CORE_TABLES,MAINT_CAMS_REF,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_CREWS,CORE_TABLES,MAINT_CREWS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_EVENTS,CORE_TABLES,MAINT_EVENTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_EVENTS_LIST,CORE_TABLES,MAINT_EVENTS_LIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_LABOR,CORE_TABLES,MAINT_LABOR,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_PARTS,CORE_TABLES,MAINT_PARTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_PMI,CORE_TABLES,MAINT_PMI,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_REPAIRS,CORE_TABLES,MAINT_REPAIRS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_RR_PARTS,CORE_TABLES,MAINT_RR_PARTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_MAINT_TEST,CORE_TABLES,MAINT_TEST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_REQUISITIONS,CORE_TABLES,REQUISITIONS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
CORE_TABLES,TRG_USER_PREF,CORE_TABLES,USER_PREF,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ADM_VARIABLE_TRG,GLOBALEYE,ADM_VARIABLE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ASSET_TRG,GLOBALEYE,ASSET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ASSET_HIST_TRG,GLOBALEYE,ASSET_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ASSET_INSPECTION_TRG,GLOBALEYE,ASSET_INSPECTION,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ASSET_VERIFY_TRG,GLOBALEYE,ASSET_VERIFY,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_CAP_TRG,GLOBALEYE,ATE_CAP,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_CAP_BUILD_TRG,GLOBALEYE,ATE_CAP_BUILD,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_CAP_BUILD_HIST_TRG,GLOBALEYE,ATE_CAP_BUILD_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_CAP_CFG_TRG,GLOBALEYE,ATE_CAP_CFG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_CAP_CFG_HIST_TRG,GLOBALEYE,ATE_CAP_CFG_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_CAP_MATRIX_TRG,GLOBALEYE,ATE_CAP_MATRIX,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_JOB_STANDARD_TRG,GLOBALEYE,ATE_JOB_STANDARD,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_STATION_TRG,GLOBALEYE,ATE_STATION,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_STATION_HIST_TRG,GLOBALEYE,ATE_STATION_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_TRG,GLOBALEYE,ATE_TRU,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_BUILD_TRG,GLOBALEYE,ATE_TRU_BUILD,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_BUILD_HIST_TRG,GLOBALEYE,ATE_TRU_BUILD_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_CFG_TRG,GLOBALEYE,ATE_TRU_CFG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_CFG_HIST_TRG,GLOBALEYE,ATE_TRU_CFG_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_MATRIX_TRG,GLOBALEYE,ATE_TRU_MATRIX,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_REM_TRG,GLOBALEYE,ATE_TRU_REM,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATE_TRU_REM_HIST_TRG,GLOBALEYE,ATE_TRU_REM_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,ATTACHMENTS_TRG,GLOBALEYE,ATTACHMENTS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,BAD_ACTOR_TRG,GLOBALEYE,BAD_ACTOR,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CFG_LIST_TRG,GLOBALEYE,CFG_LIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CFG_SET_TRG,GLOBALEYE,CFG_SET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CODE_TRG,GLOBALEYE,CODE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CODE_BY_CODE_TRG,GLOBALEYE,CODE_BY_CODE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CODE_BY_LOC_TRG,GLOBALEYE,CODE_BY_LOC,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CODE_GROUP_TRG,GLOBALEYE,CODE_GROUP,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,CODE_MT_TRG,GLOBALEYE,CODE_MT,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,EVENT_TRG,GLOBALEYE,EVENT,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,EVENT_EXTRA_TRG,GLOBALEYE,EVENT_EXTRA,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,EVENT_HIST_TRG,GLOBALEYE,EVENT_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,FAQ_TRG,GLOBALEYE,FAQ,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,IMDS_ERROR_LOG_TRG,GLOBALEYE,IMDS_ERROR_LOG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_TRG,GLOBALEYE,LABOR,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_BIT_PC_TRG,GLOBALEYE,LABOR_BIT_PC,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_CREW_TRG,GLOBALEYE,LABOR_CREW,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_HIST_TRG,GLOBALEYE,LABOR_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_PART_TRG,GLOBALEYE,LABOR_PART,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_STATUS_TRG,GLOBALEYE,LABOR_STATUS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LABOR_STATUS_DEL_TRG,GLOBALEYE,LABOR_STATUS_DEL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LOCATION_TRG,GLOBALEYE,LOCATION,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LOCATION_HIST_GE_TRG,GLOBALEYE,LOCATION_HIST_GE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LOC_BY_LOC_TRG,GLOBALEYE,LOC_BY_LOC,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LOC_SET_TRG,GLOBALEYE,LOC_SET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,LOGISTICS_TRG,GLOBALEYE,LOGISTICS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,METER_HIST_TRG,GLOBALEYE,METER_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,METRICS_TRACK_TRG,GLOBALEYE,METRICS_TRACK,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,METRICS_TRACK_HIST_TRG,GLOBALEYE,METRICS_TRACK_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,MSG_TRANSMIT_TRG,GLOBALEYE,MSG_TRANSMIT,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,PARTNO_CODE_TRG,GLOBALEYE,PARTNO_CODE,BEFORE EACH ROW,INSERT,ENABLED
GLOBALEYE,PARTNO_CODE_DAILY_TRG,GLOBALEYE,PARTNO_CODE_DAILY,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,PARTNO_FFF_TRG,GLOBALEYE,PARTNO_FFF,BEFORE EACH ROW,INSERT,ENABLED
GLOBALEYE,PARTNO_WUC_TRG,GLOBALEYE,PARTNO_WUC,BEFORE EACH ROW,INSERT,ENABLED
GLOBALEYE,PARTNO_WUC2_TRG,GLOBALEYE,PARTNO_WUC_P2,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,PARTNO_WUC_P2_HIST_TRG,GLOBALEYE,PARTNO_WUC_P2_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,PART_LIST_TRG,GLOBALEYE,PART_LIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,PART_LIST_HIST_TRG,GLOBALEYE,PART_LIST_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,REPAIR_TRG,GLOBALEYE,REPAIR,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,REPAIR_HIST_TRG,GLOBALEYE,REPAIR_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,REPAIR_STATDEL_TRG,GLOBALEYE,REPAIR_STATDEL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,REPAIR_STATUS_TRG,GLOBALEYE,REPAIR_STATUS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SF2520_LOG_TRG,GLOBALEYE,SF2520_LOG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SKIL_B1EI_TRG,GLOBALEYE,SKIL_B1_END_ITEMS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SKIL_B1PO_TRG,GLOBALEYE,SKIL_B1_PARTS_ORD,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SOFTWARE_TRG,GLOBALEYE,SOFTWARE,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SOFTWARE_ASSET_TRG,GLOBALEYE,SOFTWARE_ASSET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SOFTWARE_ASSET_HIST_TRG,GLOBALEYE,SOFTWARE_ASSET_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SORTIES_TRG,GLOBALEYE,SORTIES,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SRAN_TRG,GLOBALEYE,SRAN,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SRU_ORDER_TRG,GLOBALEYE,SRU_ORDER,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SRU_ORDER_HIST_TRG,GLOBALEYE,SRU_ORDER_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,SRU_PART_TRG,GLOBALEYE,SRU_PART,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TCTO_TRG,GLOBALEYE,TCTO,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TCTO_ASSET_TRG,GLOBALEYE,TCTO_ASSET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TEST_FAILED_TRG,GLOBALEYE,TEST_FAILED,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TIME_ZONE_OFFSET_TRG,GLOBALEYE,TIME_ZONE_OFFSET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TRANS_LOG_TRG,GLOBALEYE,TRANS_LOG,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TRANS_LOG_CONTROL_TRG,GLOBALEYE,TRANS_LOG_CONTROL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TRANS_LOG_HIST_TRG,GLOBALEYE,TRANS_LOG_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,TRANS_LOG_PAIRS_TRG,GLOBALEYE,TRANS_LOG_PAIRS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,USER_GROUP_TRG,GLOBALEYE,USER_GROUP,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
GLOBALEYE,VAULT_ASSET_TRG,GLOBALEYE,VAULT_ASSET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
HTS,ANOMALY_TRG,HTS,ANOMALY,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
INVENTORY,TRG_INV_ASSETS,INVENTORY,INV_ASSETS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
INVENTORY,TRG_INV_SYSTEMS,INVENTORY,INV_SYSTEMS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
INVENTORY,TRG_LU_LOCATIONS,INVENTORY,LU_LOCATIONS,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,HOLD_BIT_TRG,LANTIRN,HOLD_BIT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,HOLD_DDR_TRG,LANTIRN,HOLD_DDR,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,HOLD_EVENT_TRG,LANTIRN,HOLD_EVENT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,HOLD_INV_TRG,LANTIRN,HOLD_INV,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,HOLD_METERS_TRG,LANTIRN,HOLD_METERS,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,HOLD_PARTS_TRG,LANTIRN,HOLD_PARTS,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,HOLD_WCE_TRG,LANTIRN,HOLD_WCE,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LAN_PARTS_DICT_TRG,LANTIRN,LAN_PARTS_DICT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_AUDIT_TRG,LANTIRN,LSD_AUDIT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_BIT_TRG,LANTIRN,LSD_BIT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_BIT_DETAIL_TRG,LANTIRN,LSD_BIT_DETAIL,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_DDR_TRG,LANTIRN,LSD_DDR,BEFORE EACH ROW,INSERT,ENABLED
