
'OWNER'||','||'TABLE_NAME'||','||'CONSTRAINT_NAME'||'
OWNER,TABLE_NAME,CONSTRAINT_NAME,COLUMN_NAME,POSITION
APEX_030200,WWV_MIG_ACC_GROUPS,WWV_MIG_ACC_GROUPS_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_GROUPS,WWV_MIG_ACC_GROUPS_UK1,GROUPID,3
APEX_030200,WWV_MIG_ACC_INDEXES,WWV_MIG_ACC_INDEXES_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_INDEXES,WWV_MIG_ACC_INDEXES_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_INDEXES,WWV_MIG_ACC_INDEXES_UK1,TBLID,3
APEX_030200,WWV_MIG_ACC_INDEXES,WWV_MIG_ACC_INDEXES_UK1,INDID,4
APEX_030200,WWV_MIG_ACC_MODULES,WWV_MIG_ACC_MODULES_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_MODULES,WWV_MIG_ACC_MODULES_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_MODULES,WWV_MIG_ACC_MODULES_UK1,MODULEID,3
APEX_030200,WWV_MIG_ACC_QUERIES,WWV_MIG_ACC_QRY_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_QUERIES,WWV_MIG_ACC_QRY_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_QUERIES,WWV_MIG_ACC_QRY_UK1,QRYID,3
APEX_030200,WWV_MIG_ACC_RELATIONS,WWV_MIG_ACC_RELATIONS_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_RELATIONS,WWV_MIG_ACC_RELATIONS_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_RELATIONS,WWV_MIG_ACC_RELATIONS_UK1,RELID,3
APEX_030200,WWV_MIG_ACC_REPORTS,WWV_MIG_ACC_REPORTS_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_REPORTS,WWV_MIG_ACC_REPORTS_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_REPORTS,WWV_MIG_ACC_REPORTS_UK1,REPORTID,3
APEX_030200,WWV_MIG_ACC_TABLES,WWV_MIG_ACC_TABLES_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_TABLES,WWV_MIG_ACC_TABLES_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_TABLES,WWV_MIG_ACC_TABLES_UK1,TBLID,3
APEX_030200,WWV_MIG_ACC_USERS,WWV_MIG_ACC_USERS_UK1,PROJECT_ID,1
APEX_030200,WWV_MIG_ACC_USERS,WWV_MIG_ACC_USERS_UK1,DBID,2
APEX_030200,WWV_MIG_ACC_USERS,WWV_MIG_ACC_USERS_UK1,USERID,3
APEX_030200,WWV_MIG_FORMS,WWV_MIG_FORMS_UK,FILE_NAME,1
APEX_030200,WWV_MIG_FORMS,WWV_MIG_FORMS_UK,PROJECT_ID,2
APEX_030200,WWV_MIG_FRM_MENUS,WWV_MIG_MENUS_UK,FILE_NAME,1
APEX_030200,WWV_MIG_FRM_MENUS,WWV_MIG_MENUS_UK,PROJECT_ID,2
APEX_030200,WWV_MIG_FRM_OLB_XMLTAGTABLEMAP,WWV_MIG_OLB_XTTM_TABLE_NAME_UK,TABLE_NAME,1
APEX_030200,WWV_MIG_FRM_XMLTAGTABLEMAP,WWV_MIG_FRM_XTTM_TABLE_NAME_UK,TABLE_NAME,1
APEX_030200,WWV_MIG_MENU_XMLTAGTABLEMAP,WWV_MIG_MNU_TABLE_NAME_UK,TABLE_NAME,1
APEX_030200,WWV_MIG_OLB,WWV_MIG_OLB_UK,FILE_NAME,1
APEX_030200,WWV_MIG_OLB,WWV_MIG_OLB_UK,PROJECT_ID,2
APEX_030200,WWV_MIG_PLSQL_LIBS,WWV_MIG_PLLS_UK,FILE_NAME,1
APEX_030200,WWV_MIG_PLSQL_LIBS,WWV_MIG_PLLS_UK,PROJECT_ID,2
APEX_030200,WWV_MIG_PROJECTS,WWV_MIG_PROJ_UK1,MIGRATION_NAME,1
APEX_030200,WWV_MIG_PROJECTS,WWV_MIG_PROJ_UK1,SECURITY_GROUP_ID,2
APEX_030200,WWV_MIG_PROJECT_COMPONENTS,WWV_MIG_PROJ_COMP_UK1,ID,1
APEX_030200,WWV_MIG_PROJECT_COMPONENTS,WWV_MIG_PROJ_COMP_UK1,PROJECT_ID,2
APEX_030200,WWV_MIG_PROJECT_COMPONENTS,WWV_MIG_PROJ_COMP_UK1,SECURITY_GROUP_ID,3
APEX_030200,WWV_MIG_PROJECT_TRIGGERS,WWV_MIG_PROJ_TRIG_UK1,ID,1
APEX_030200,WWV_MIG_PROJECT_TRIGGERS,WWV_MIG_PROJ_TRIG_UK1,PROJECT_ID,2
APEX_030200,WWV_MIG_PROJECT_TRIGGERS,WWV_MIG_PROJ_TRIG_UK1,SECURITY_GROUP_ID,3
APEX_030200,WWV_MIG_RPTS,WWV_MIG_RPTS_UK,FILE_NAME,1
APEX_030200,WWV_MIG_RPTS,WWV_MIG_RPTS_UK,PROJECT_ID,2
APEX_030200,WWV_MIG_RPT_XMLTAGTABLEMAP,WWV_MIG_RPT_XTTM_TABLE_NAME_UK,TABLE_NAME,1
APEX_040200,WWV_FLOWS,WWV_FLOWS_ALIAS_IDX,ALIAS,1
APEX_040200,WWV_FLOWS,WWV_FLOWS_ALIAS_IDX,SECURITY_GROUP_ID,2
APEX_040200,WWV_FLOWS,WWV_FLOWS_PK_IDX,SECURITY_GROUP_ID,1
APEX_040200,WWV_FLOWS,WWV_FLOWS_PK_IDX,ID,2
APEX_040200,WWV_FLOW_ADVISOR_CATEGORIES,WWV_FLOW_ADV_CAT_CODE_UK,CODE,1
APEX_040200,WWV_FLOW_ADVISOR_CHECKS,WWV_FLOW_ADV_CHK_CODE_UK,CODE,1
APEX_040200,WWV_FLOW_ADVISOR_CHECK_MSGS,WWV_FLOW_ADV_CHK_MSG_CODE_UK,CHECK_ID,1
APEX_040200,WWV_FLOW_ADVISOR_CHECK_MSGS,WWV_FLOW_ADV_CHK_MSG_CODE_UK,CODE,2
APEX_040200,WWV_FLOW_AUTHENTICATIONS,WWV_FLOW_AUTHENTICATIONS_UK,FLOW_ID,1
APEX_040200,WWV_FLOW_AUTHENTICATIONS,WWV_FLOW_AUTHENTICATIONS_UK,NAME,2
APEX_040200,WWV_FLOW_BUILDER_FEATURES,WWV_FLOW_BLD_FEATURE_NAME_UK,NAME,1
APEX_040200,WWV_FLOW_COLLECTIONS$,WWV_FLOW_COLLECTIONS_UK,SESSION_ID,1
APEX_040200,WWV_FLOW_COLLECTIONS$,WWV_FLOW_COLLECTIONS_UK,USER_ID,2
APEX_040200,WWV_FLOW_COLLECTIONS$,WWV_FLOW_COLLECTIONS_UK,FLOW_ID,3
APEX_040200,WWV_FLOW_COLLECTIONS$,WWV_FLOW_COLLECTIONS_UK,COLLECTION_NAME,4
APEX_040200,WWV_FLOW_COLLECTIONS$,WWV_FLOW_COLLECTIONS_UK,SECURITY_GROUP_ID,5
APEX_040200,WWV_FLOW_COMPANIES,SYS_C00162760,PROVISIONING_COMPANY_ID,1
