
'OWNER'||','||'INDEX_NAME'||','||'TABLE_OWNER'||','||'TABLE_NAME'||','||'UNIQUENESS'||','||'INDEX
OWNER,INDEX_NAME,TABLE_OWNER,TABLE_NAME,UNIQUENESS,INDEX_TYPE,COLUMN_NAME,COLUMN_POSITION,DESCEND

I.OWNER||','||I.INDEX_NAME||','||I.TABLE_OWNER||','||I.TABLE_NAME||','||I.UNIQUENESS||','||I.INDEX_TYPE||','||IC.COLUMN_NAME||','||IC.COLUMN_POSITION||','||IC.DESCEND
APEX_030200,WWV_MIG_ACC_GROUPS_UK1,APEX_030200,WWV_MIG_ACC_GROUPS,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_GROUPS_UK1,APEX_030200,WWV_MIG_ACC_GROUPS,UNIQUE,NORMAL,GROUPID,3,ASC
APEX_030200,WWV_MIG_ACCGRPMBR_PK,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX1,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX2,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX2,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX2,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,USERID,3,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX3,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX3,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACCGRPSMBRS_IDX3,APEX_030200,WWV_MIG_ACC_GRPSMEMBERS,NONUNIQUE,NORMAL,GROUPID,3,ASC
APEX_030200,WWV_MIG_ACC_IDX_PK,APEX_030200,WWV_MIG_ACC_INDEXES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_INDEXES_UK1,APEX_030200,WWV_MIG_ACC_INDEXES,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_INDEXES_UK1,APEX_030200,WWV_MIG_ACC_INDEXES,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_INDEXES_UK1,APEX_030200,WWV_MIG_ACC_INDEXES,UNIQUE,NORMAL,TBLID,3,ASC
APEX_030200,WWV_MIG_ACC_INDEXES_UK1,APEX_030200,WWV_MIG_ACC_INDEXES,UNIQUE,NORMAL,INDID,4,ASC
APEX_030200,WWV_MIG_ACC_INDEX_IDX1,APEX_030200,WWV_MIG_ACC_INDEXES,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_INDEX_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_INDEX_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_INDEX_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES,NONUNIQUE,NORMAL,TBLID,3,ASC
APEX_030200,WWV_MIG_ACC_IDX_COL_IDX1,APEX_030200,WWV_MIG_ACC_INDEXES_COLS,NONUNIQUE,NORMAL,INDID,1,ASC
APEX_030200,WWV_MIG_ACC_IDX_COL_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES_COLS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_IDX_COL_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES_COLS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_IDX_COL_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES_COLS,NONUNIQUE,NORMAL,TBLID,3,ASC
APEX_030200,WWV_MIG_ACC_IDX_COL_IDX2,APEX_030200,WWV_MIG_ACC_INDEXES_COLS,NONUNIQUE,NORMAL,INDID,4,ASC
APEX_030200,WWV_MIG_ACC_IDX_COL_PK,APEX_030200,WWV_MIG_ACC_INDEXES_COLS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_MODULES_PK,APEX_030200,WWV_MIG_ACC_MODULES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_MODULES_UK1,APEX_030200,WWV_MIG_ACC_MODULES,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_MODULES_UK1,APEX_030200,WWV_MIG_ACC_MODULES,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_MODULES_UK1,APEX_030200,WWV_MIG_ACC_MODULES,UNIQUE,NORMAL,MODULEID,3,ASC
APEX_030200,WWV_MIG_ACC_RMDL_IDX2,APEX_030200,WWV_MIG_ACC_MODULES,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_RMDL_IDX3,APEX_030200,WWV_MIG_ACC_MODULES,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_RMDL_IDX3,APEX_030200,WWV_MIG_ACC_MODULES,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_MDL_PERM_PK,APEX_030200,WWV_MIG_ACC_MODULES_PERM,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_MDL_PRM_IDX1,APEX_030200,WWV_MIG_ACC_MODULES_PERM,NONUNIQUE,NORMAL,MODULEID,1,ASC
APEX_030200,WWV_MIG_ACC_MDL_PRM_IDX2,APEX_030200,WWV_MIG_ACC_MODULES_PERM,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_MDL_PRM_IDX2,APEX_030200,WWV_MIG_ACC_MODULES_PERM,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_MDL_PRM_IDX2,APEX_030200,WWV_MIG_ACC_MODULES_PERM,NONUNIQUE,NORMAL,MODULEID,3,ASC
APEX_030200,WWV_MIG_ACC_PAGE_IDX1,APEX_030200,WWV_MIG_ACC_PAGES,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_PAGE_IDX2,APEX_030200,WWV_MIG_ACC_PAGES,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_PAGE_IDX2,APEX_030200,WWV_MIG_ACC_PAGES,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_PAGE_PK,APEX_030200,WWV_MIG_ACC_PAGES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_QRY_IDX1,APEX_030200,WWV_MIG_ACC_QUERIES,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_QRY_IDX2,APEX_030200,WWV_MIG_ACC_QUERIES,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_QRY_IDX2,APEX_030200,WWV_MIG_ACC_QUERIES,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_QRY_UK1,APEX_030200,WWV_MIG_ACC_QUERIES,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_QRY_UK1,APEX_030200,WWV_MIG_ACC_QUERIES,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_QRY_UK1,APEX_030200,WWV_MIG_ACC_QUERIES,UNIQUE,NORMAL,QRYID,3,ASC
APEX_030200,WWV_MIG_ACC_TAB_QRY_PK,APEX_030200,WWV_MIG_ACC_QUERIES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_RELATIONS_UK1,APEX_030200,WWV_MIG_ACC_RELATIONS,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_RELATIONS_UK1,APEX_030200,WWV_MIG_ACC_RELATIONS,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_RELATIONS_UK1,APEX_030200,WWV_MIG_ACC_RELATIONS,UNIQUE,NORMAL,RELID,3,ASC
APEX_030200,WWV_MIG_ACC_REL_IDX2,APEX_030200,WWV_MIG_ACC_RELATIONS,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_REL_IDX3,APEX_030200,WWV_MIG_ACC_RELATIONS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_REL_IDX3,APEX_030200,WWV_MIG_ACC_RELATIONS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_TAB_REL_PK,APEX_030200,WWV_MIG_ACC_RELATIONS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACCRELCOL_IDX1,APEX_030200,WWV_MIG_ACC_RELATION_COLS,NONUNIQUE,NORMAL,RELID,1,ASC
APEX_030200,WWV_MIG_ACCRELCOL_IDX2,APEX_030200,WWV_MIG_ACC_RELATION_COLS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACCRELCOL_IDX2,APEX_030200,WWV_MIG_ACC_RELATION_COLS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACCRELCOL_IDX2,APEX_030200,WWV_MIG_ACC_RELATION_COLS,NONUNIQUE,NORMAL,RELID,3,ASC
APEX_030200,WWV_MIG_ACC_RELCOL_PK,APEX_030200,WWV_MIG_ACC_RELATION_COLS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_REPORTS_PK,APEX_030200,WWV_MIG_ACC_REPORTS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_REPORTS_UK1,APEX_030200,WWV_MIG_ACC_REPORTS,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_REPORTS_UK1,APEX_030200,WWV_MIG_ACC_REPORTS,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_REPORTS_UK1,APEX_030200,WWV_MIG_ACC_REPORTS,UNIQUE,NORMAL,REPORTID,3,ASC
APEX_030200,WWV_MIG_ACC_RPT_IDX2,APEX_030200,WWV_MIG_ACC_REPORTS,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_IDX3,APEX_030200,WWV_MIG_ACC_REPORTS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_IDX3,APEX_030200,WWV_MIG_ACC_REPORTS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_FLOW_REP_CTL_PK,APEX_030200,WWV_MIG_ACC_RPTS_CONTROLS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_REP_CTL_IDX1,APEX_030200,WWV_MIG_ACC_RPTS_CONTROLS,NONUNIQUE,NORMAL,REPORTID,1,ASC
APEX_030200,WWV_MIG_ACC_REP_CTL_IDX2,APEX_030200,WWV_MIG_ACC_RPTS_CONTROLS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_REP_CTL_IDX2,APEX_030200,WWV_MIG_ACC_RPTS_CONTROLS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_REP_CTL_IDX2,APEX_030200,WWV_MIG_ACC_RPTS_CONTROLS,NONUNIQUE,NORMAL,REPORTID,3,ASC
APEX_030200,WWV_MIG_ACC_REP_PK,APEX_030200,WWV_MIG_ACC_RPTS_MODULES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_MDL_IDX1,APEX_030200,WWV_MIG_ACC_RPTS_MODULES,NONUNIQUE,NORMAL,REPORTID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_MDL_IDX2,APEX_030200,WWV_MIG_ACC_RPTS_MODULES,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_MDL_IDX2,APEX_030200,WWV_MIG_ACC_RPTS_MODULES,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_RPT_MDL_IDX2,APEX_030200,WWV_MIG_ACC_RPTS_MODULES,NONUNIQUE,NORMAL,REPORTID,3,ASC
APEX_030200,WWV_MIG_ACC_REP_PERM_PK,APEX_030200,WWV_MIG_ACC_RPT_PERMS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_PERM_IDX1,APEX_030200,WWV_MIG_ACC_RPT_PERMS,NONUNIQUE,NORMAL,REPORTID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_PERM_IDX2,APEX_030200,WWV_MIG_ACC_RPT_PERMS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_RPT_PERM_IDX2,APEX_030200,WWV_MIG_ACC_RPT_PERMS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_RPT_PERM_IDX2,APEX_030200,WWV_MIG_ACC_RPT_PERMS,NONUNIQUE,NORMAL,REPORTID,3,ASC
APEX_030200,WWV_FLOW_ACC_TBL_PK,APEX_030200,WWV_MIG_ACC_TABLES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_TABLES_UK1,APEX_030200,WWV_MIG_ACC_TABLES,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_TABLES_UK1,APEX_030200,WWV_MIG_ACC_TABLES,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_TABLES_UK1,APEX_030200,WWV_MIG_ACC_TABLES,UNIQUE,NORMAL,TBLID,3,ASC
APEX_030200,WWV_MIG_ACC_TBL_IDX1,APEX_030200,WWV_MIG_ACC_TABLES,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_TBL_IDX2,APEX_030200,WWV_MIG_ACC_TABLES,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_TBL_IDX2,APEX_030200,WWV_MIG_ACC_TABLES,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_TAB_PERM_IDX1,APEX_030200,WWV_MIG_ACC_TAB_PERM,NONUNIQUE,NORMAL,TBLID,1,ASC
APEX_030200,WWV_MIG_ACC_TAB_PERM_IDX2,APEX_030200,WWV_MIG_ACC_TAB_PERM,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_TAB_PERM_IDX2,APEX_030200,WWV_MIG_ACC_TAB_PERM,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_TAB_PERM_IDX2,APEX_030200,WWV_MIG_ACC_TAB_PERM,NONUNIQUE,NORMAL,TBLID,3,ASC
APEX_030200,WWV_MIG_ACC_TAB_PERM_PK,APEX_030200,WWV_MIG_ACC_TAB_PERM,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_USERS_IDX1,APEX_030200,WWV_MIG_ACC_USERS,NONUNIQUE,NORMAL,DBID,1,ASC
APEX_030200,WWV_MIG_ACC_USERS_IDX2,APEX_030200,WWV_MIG_ACC_USERS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_USERS_IDX2,APEX_030200,WWV_MIG_ACC_USERS,NONUNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_USERS_PK,APEX_030200,WWV_MIG_ACC_USERS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_ACC_USERS_UK1,APEX_030200,WWV_MIG_ACC_USERS,UNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_ACC_USERS_UK1,APEX_030200,WWV_MIG_ACC_USERS,UNIQUE,NORMAL,DBID,2,ASC
APEX_030200,WWV_MIG_ACC_USERS_UK1,APEX_030200,WWV_MIG_ACC_USERS,UNIQUE,NORMAL,USERID,3,ASC
APEX_030200,WWV_MIG_EXPORTER_IDX1,APEX_030200,WWV_MIG_EXPORTER,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_EXPORTER_PK,APEX_030200,WWV_MIG_EXPORTER,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FORMS_PK,APEX_030200,WWV_MIG_FORMS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FORMS_PROJECT_ID_IDX,APEX_030200,WWV_MIG_FORMS,NONUNIQUE,NORMAL,PROJECT_ID,1,ASC
APEX_030200,WWV_MIG_FORMS_SG_ID_IDX,APEX_030200,WWV_MIG_FORMS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FORMS_UK,APEX_030200,WWV_MIG_FORMS,UNIQUE,NORMAL,FILE_NAME,1,ASC
APEX_030200,WWV_MIG_FORMS_UK,APEX_030200,WWV_MIG_FORMS,UNIQUE,NORMAL,PROJECT_ID,2,ASC
APEX_030200,WWV_MIG_FRM_ALERTS_PK,APEX_030200,WWV_MIG_FRM_ALERTS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_ALRT_FRMMDL_ID_IDX,APEX_030200,WWV_MIG_FRM_ALERTS,NONUNIQUE,NORMAL,FORMMODULE_ID,1,ASC
APEX_030200,WWV_MIG_FRM_ALRT_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_ALERTS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_ATLIB_FRMDL_ID_IDX,APEX_030200,WWV_MIG_FRM_ATTACHEDLIBRARY,NONUNIQUE,NORMAL,FORMMODULE_ID,1,ASC
APEX_030200,WWV_MIG_FRM_ATLIB_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_ATTACHEDLIBRARY,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_ATTACHEDLIBRARY_PK,APEX_030200,WWV_MIG_FRM_ATTACHEDLIBRARY,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_DSA_BLK_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_DSA,NONUNIQUE,NORMAL,BLOCK_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_DSA_PK,APEX_030200,WWV_MIG_FRM_BLK_DSA,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_DSA_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_DSA,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_DSC_BLK_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_DSC,NONUNIQUE,NORMAL,BLOCK_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_DSC_PK,APEX_030200,WWV_MIG_FRM_BLK_DSC,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_DSC_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_DSC,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BI_BLK_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEMS,NONUNIQUE,NORMAL,BLOCK_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BI_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEMS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_ITEMS_PK,APEX_030200,WWV_MIG_FRM_BLK_ITEMS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BI_LIE_ITEM_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEM_LIE,NONUNIQUE,NORMAL,ITEM_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BI_LIE_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEM_LIE,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_ITEM_LIE_PK,APEX_030200,WWV_MIG_FRM_BLK_ITEM_LIE,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BIR_ITEM_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEM_RADIO,NONUNIQUE,NORMAL,ITEM_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BIR_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEM_RADIO,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_ITEM_RADIO_PK,APEX_030200,WWV_MIG_FRM_BLK_ITEM_RADIO,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BI_TRG_ITEM_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEM_TRIGGERS,NONUNIQUE,NORMAL,ITEM_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BI_TRG_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_ITEM_TRIGGERS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_ITEM_TRG_PK,APEX_030200,WWV_MIG_FRM_BLK_ITEM_TRIGGERS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_REL_BLK_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_RELATIONS,NONUNIQUE,NORMAL,BLOCK_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_REL_PK,APEX_030200,WWV_MIG_FRM_BLK_RELATIONS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_REL_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_RELATIONS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_TRG_BLK_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_TRIGGERS,NONUNIQUE,NORMAL,BLOCK_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_TRG_PK,APEX_030200,WWV_MIG_FRM_BLK_TRIGGERS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_TRG_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLK_TRIGGERS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_FRMMDL_ID_IDX,APEX_030200,WWV_MIG_FRM_BLOCKS,NONUNIQUE,NORMAL,FORMMODULE_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLK_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_BLOCKS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_BLOCKS_PK,APEX_030200,WWV_MIG_FRM_BLOCKS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_CANVAS_PK,APEX_030200,WWV_MIG_FRM_CANVAS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_CANVS_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_CANVAS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CNVS_FRMMDL_ID_IDX,APEX_030200,WWV_MIG_FRM_CANVAS,NONUNIQUE,NORMAL,FORMMODULE_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CNVG_CPDTXT_PK,APEX_030200,WWV_MIG_FRM_CNVG_COMPOUNDTEXT,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_CPDTXT_GPHS_ID_IDX,APEX_030200,WWV_MIG_FRM_CNVG_COMPOUNDTEXT,NONUNIQUE,NORMAL,GRAPHICS_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CPDTXT_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_CNVG_COMPOUNDTEXT,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CG_CNVS_ID_IDX,APEX_030200,WWV_MIG_FRM_CNVS_GRAPHICS,NONUNIQUE,NORMAL,CANVAS_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CG_ID_IDX,APEX_030200,WWV_MIG_FRM_CNVS_GRAPHICS,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CNVS_GRAPHICS_PK,APEX_030200,WWV_MIG_FRM_CNVS_GRAPHICS,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_CNVS_TABPAGE_PK,APEX_030200,WWV_MIG_FRM_CNVS_TABPAGE,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_CTP_CNVS_ID_IDX,APEX_030200,WWV_MIG_FRM_CNVS_TABPAGE,NONUNIQUE,NORMAL,CANVAS_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CTP_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_CNVS_TABPAGE,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_COORDINATES_PK,APEX_030200,WWV_MIG_FRM_COORDINATES,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_CRDNT_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_COORDINATES,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CRDT_FRMMDL_ID_IDX,APEX_030200,WWV_MIG_FRM_COORDINATES,NONUNIQUE,NORMAL,FORMMODULE_ID,1,ASC
APEX_030200,WWV_MIG_FRM_CPDTXT_TXTSEGMT_PK,APEX_030200,WWV_MIG_FRM_CPDTXT_TEXTSEGMENT,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_TXTSGMT_CPD_ID_IDX,APEX_030200,WWV_MIG_FRM_CPDTXT_TEXTSEGMENT,NONUNIQUE,NORMAL,COMPOUNDTEXT_ID,1,ASC
APEX_030200,WWV_MIG_FRM_TXTSGMT_SG_ID_IDX,APEX_030200,WWV_MIG_FRM_CPDTXT_TEXTSEGMENT,NONUNIQUE,NORMAL,SECURITY_GROUP_ID,1,ASC
APEX_030200,WWV_MIG_FRM_EDITOR_PK,APEX_030200,WWV_MIG_FRM_EDITOR,UNIQUE,NORMAL,ID,1,ASC
APEX_030200,WWV_MIG_FRM_EDTR_FRMMDL_ID_IDX,APEX_030200,WWV_MIG_FRM_EDITOR,NONUNIQUE,NORMAL,FORMMODULE_ID,1,ASC
